category,price_inr_mean,price_inr_median,price_inr_std,price_inr_min,price_inr_max,rating_mean,rating_median,rating_std,rating_min,rating_max,rating_count_mean,rating_count_median,rating_count_std,rating_count_min,rating_count_max
Late Night Specials,521.0,550.0,50.23,463.0,550.0,4.4,4.4,0.2,4.2,4.6,10.33,9.0,5.13,6,16
Late Night Specials (Starting at 199),435.97,399.0,192.32,199.0,779.0,4.13,4.2,0.45,2.8,5.0,1.99,2.0,1.35,1,7
Late Night Specials (starting At 199),424.95,299.05,270.79,199.05,779.05,3.5,3.6,0.52,2.6,3.9,2.8,4.0,1.64,1,4
Late Night Veg,259.0,239.0,76.59,199.0,359.0,4.12,4.25,0.7,3.2,4.8,17.0,11.0,19.68,1,45
Lava Cake,79.0,79.0,,79.0,79.0,4.3,4.3,,4.3,4.3,68.0,68.0,,68,68
Lazeez-E-Chicken,208.0,208.0,128.69,117.0,299.0,4.5,4.5,0.0,4.5,4.5,16.0,16.0,14.14,6,26
Lebanese,384.71,419.0,59.4,309.0,439.0,4.33,4.8,0.87,2.6,4.8,9.29,5.0,11.47,1,33
Lebanese Alfahm Mandi,230.0,230.0,,230.0,230.0,4.6,4.6,,4.6,4.6,7.0,7.0,,7,7
Legendary Andhra Meals,530.0,530.0,0.0,530.0,530.0,4.3,4.3,0.0,4.3,4.3,64.0,64.0,7.07,59,69
Lentils,239.0,239.0,4.24,236.0,242.0,4.6,4.6,0.42,4.3,4.9,16.5,16.5,13.44,7,26
Lentils & Curries  [ Serves 1-2 ] ,249.0,249.0,14.14,239.0,259.0,4.05,4.05,1.2,3.2,4.9,4.0,4.0,0.0,4,4
Light Plates & Salad,440.0,417.5,60.96,395.0,530.0,4.85,5.0,0.3,4.4,5.0,24.5,26.5,13.53,8,37
Lime,55.67,58.0,10.69,44.0,65.0,4.17,4.0,0.38,3.9,4.6,3.67,3.0,1.15,3,5
Limes,116.0,116.0,0.0,116.0,116.0,4.6,4.6,0.14,4.5,4.7,4.0,4.0,2.83,2,6
Limited Meal Parcel,195.0,195.0,,195.0,195.0,4.6,4.6,,4.6,4.6,497.0,497.0,,497,497
Lite And Wholesome,205.0,199.0,8.94,199.0,219.0,4.1,4.3,0.41,3.4,4.4,34.8,12.0,48.53,1,119
Lite Bites,43.64,44.2,1.47,41.53,44.64,4.68,4.9,0.53,3.9,5.0,2.0,1.5,1.41,1,4
Live Counter Snacks,135.0,135.0,21.21,120.0,150.0,4.85,4.85,0.21,4.7,5.0,73.5,73.5,95.46,6,141
Live Specials,150.0,150.0,,150.0,150.0,4.1,4.1,,4.1,4.1,5.0,5.0,,5,5
Loaded Cheese Fries,139.0,139.0,,139.0,139.0,3.9,3.9,,3.9,3.9,4.0,4.0,,4,4
Loaded Fries,154.0,154.0,7.07,149.0,159.0,3.35,3.35,1.48,2.3,4.4,2.0,2.0,1.41,1,3
Loaded Nachos,239.0,239.0,0.0,239.0,239.0,3.12,3.1,0.05,3.1,3.2,1.25,1.0,0.5,1,2
Loaded Pizza,341.3,349.0,55.23,269.0,435.0,4.44,4.5,0.48,2.5,5.0,39.86,12.0,74.84,1,547
Loaded Snacks,233.0,239.0,11.27,220.0,240.0,4.67,4.7,0.15,4.5,4.8,82.67,11.0,128.48,6,231
Loaves,1700.0,1700.0,0.0,1700.0,1700.0,4.78,4.85,0.29,4.4,5.0,2.25,2.0,1.5,1,4
Local,66.67,60.0,11.55,60.0,80.0,3.5,3.7,0.44,3.0,3.8,5.0,5.0,1.0,4,6
Long Lost Biryanis (Limited Time Specials),449.0,449.0,70.71,399.0,499.0,3.9,3.9,1.13,3.1,4.7,1.5,1.5,0.71,1,2
Lotus Stem Starter,375.0,375.0,,375.0,375.0,3.9,3.9,,3.9,3.9,4.0,4.0,,4,4
Lucknowi Biryani,289.0,289.0,,289.0,289.0,4.5,4.5,,4.5,4.5,251.0,251.0,,251,251
Lunch,124.9,110.0,66.34,15.0,355.0,4.0,4.35,0.85,2.0,5.0,78.7,30.5,99.81,3,346
Lunch & Rice,115.0,110.0,17.32,100.0,140.0,4.38,4.45,0.43,3.8,4.8,11.75,11.0,7.41,5,20
Lunch / Dinner Delicacies,274.0,299.0,80.68,129.0,369.0,4.38,4.4,0.2,4.1,4.6,29.5,27.5,21.07,9,67
Lunch Box,250.0,250.0,,250.0,250.0,3.9,3.9,,3.9,3.9,6.0,6.0,,6,6
Lunch Combo,100.0,100.0,,100.0,100.0,4.5,4.5,,4.5,4.5,29.0,29.0,,29,29
Lunch Items,194.17,162.5,111.73,100.0,360.0,4.72,4.7,0.08,4.6,4.8,473.0,497.0,249.96,182,752
Lunch Menu,129.89,115.0,44.85,84.0,250.0,4.5,4.6,0.28,4.0,5.0,98.56,28.0,140.64,3,560
Lunch Specials,103.75,105.0,18.27,75.0,140.0,4.54,4.65,0.31,4.1,4.9,279.25,11.5,396.96,1,950
Luxe Candles,53.57,53.57,0.0,53.57,53.57,4.3,4.3,0.0,4.3,4.3,1.0,1.0,0.0,1,1
MAD OVER MANGOES,1700.0,1700.0,,1700.0,1700.0,4.8,4.8,,4.8,4.8,5.0,5.0,,5,5
MAIN COURSE,350.0,350.0,,350.0,350.0,4.1,4.1,,4.1,4.1,7.0,7.0,,7,7
MAIN COURSE CHICKEN,404.25,407.0,4.97,396.0,407.0,4.56,4.6,0.29,4.0,5.0,50.0,28.0,51.72,5,170
MAIN COURSE FISH,389.12,407.0,43.39,324.5,418.0,4.68,4.8,0.43,4.1,5.0,11.0,12.5,4.97,4,15
MAIN COURSE PRAWNS,559.43,572.0,21.47,528.0,572.0,4.93,4.9,0.08,4.8,5.0,17.14,14.0,13.01,3,39
MAIN COURSE VEG,319.0,324.5,25.08,275.0,341.0,4.48,4.45,0.42,4.0,5.0,22.17,19.5,18.84,4,57
MAIN COURSES,495.0,520.0,49.72,400.0,540.0,4.82,4.85,0.2,4.4,5.0,14.3,11.0,12.06,3,40
MAIN Course(100% SHUDH DESI Ghee),393.0,410.0,34.14,330.0,440.0,4.24,4.3,0.51,3.4,5.0,33.41,21.0,28.3,6,94
MEAT,253.75,265.0,41.1,195.0,290.0,4.65,4.65,0.06,4.6,4.7,110.5,114.0,73.49,33,181
MILLETS SPECIAL,325.0,325.0,,325.0,325.0,4.4,4.4,,4.4,4.4,3.0,3.0,,3,3
MNC Special Momos,210.67,220.0,35.95,140.0,260.0,3.86,4.1,0.96,2.0,4.9,13.6,10.0,13.54,2,48
MOCTALL BAR,110.0,110.0,,110.0,110.0,4.3,4.3,,4.3,4.3,2.0,2.0,,2,2
MOJITOS,185.0,185.0,0.0,185.0,185.0,4.8,4.8,0.0,4.8,4.8,8.5,8.5,9.19,2,15
MOMO,150.71,159.0,39.92,99.0,199.0,4.43,4.7,0.6,3.2,4.8,145.29,80.0,209.1,15,609
MOMOS DELIGHT,180.0,180.0,,180.0,180.0,4.1,4.1,,4.1,4.1,12.0,12.0,,12,12
Maa Ki Rasoi Special,171.5,171.5,0.0,171.5,171.5,4.0,3.8,0.35,3.8,4.4,6.33,3.0,5.77,3,13
Mac & Cheese bowls by The Good Bowl,319.0,299.0,34.64,299.0,359.0,3.73,3.6,0.23,3.6,4.0,4.67,5.0,3.51,1,8
Macaron,103.7,103.7,0.0,103.7,103.7,4.62,4.65,0.25,4.3,4.9,37.75,46.5,25.0,1,57
Macaroni,164.7,154.5,39.23,119.0,260.0,3.86,4.2,0.74,2.0,4.7,23.1,14.0,25.71,3,90
Macarons,90.0,90.0,0.0,90.0,90.0,4.44,4.45,0.23,4.1,4.9,79.75,81.5,26.64,42,122
Macaroons & Donuts,84.14,64.0,47.24,57.0,235.0,4.61,4.65,0.28,3.8,4.9,49.43,12.5,73.67,1,220
Made With Kitkat,453.4,400.0,119.41,400.0,667.0,4.48,4.5,0.11,4.3,4.6,2.2,2.0,1.64,1,5
Maggi,109.69,109.0,46.13,50.0,200.0,4.14,4.3,0.65,2.9,5.0,7.45,4.0,8.5,1,33
Maggi & Poha,110.0,110.0,0.0,110.0,110.0,4.44,4.3,0.24,4.2,4.7,171.4,99.0,106.72,87,297
Maggi Gallery,94.0,94.0,7.07,89.0,99.0,4.45,4.45,0.49,4.1,4.8,480.0,480.0,551.54,90,870
Maggi Hub,80.0,80.0,,80.0,80.0,4.3,4.3,,4.3,4.3,3.0,3.0,,3,3
Maggi's World,79.0,79.0,,79.0,79.0,4.7,4.7,,4.7,4.7,7.0,7.0,,7,7
Maggie,116.95,120.0,14.02,100.0,130.0,3.68,3.6,0.44,3.2,4.4,1.0,1.0,0.0,1,1
Maggie Mania,85.0,85.0,15.0,70.0,100.0,4.57,4.6,0.45,4.1,5.0,3.67,3.0,1.15,3,5
Magnum Ice Cream,68.53,67.8,1.27,67.8,70.0,4.03,4.4,0.72,3.2,4.5,8.33,3.0,9.24,3,19
Maha Matka Kulfi,360.17,360.17,,360.17,360.17,4.3,4.3,,4.3,4.3,2.0,2.0,,2,2
Maha Matka kulfi,360.17,360.17,0.0,360.17,360.17,4.6,4.6,0.14,4.5,4.7,1.5,1.5,0.71,1,2
Maharaja Veg Thali,393.0,393.0,,393.0,393.0,3.5,3.5,,3.5,3.5,5.0,5.0,,5,5
Maida Namkeen,90.86,85.0,13.69,76.0,110.0,4.31,4.3,0.53,3.3,5.0,12.43,10.0,8.22,4,25
Main,809.0,809.0,,809.0,809.0,4.5,4.5,,4.5,4.5,3.0,3.0,,3,3
Main Course,255.65,254.0,115.68,12.0,699.0,4.23,4.3,0.59,1.8,5.0,45.16,12.0,102.19,1,921
Main Course (Chinese),326.67,320.0,11.55,320.0,340.0,4.7,4.8,0.36,4.3,5.0,19.67,8.0,23.76,4,47
Main Course (Dal),181.5,184.0,9.57,169.0,189.0,4.18,4.25,0.34,3.7,4.5,72.5,61.0,62.89,12,156
Main Course (Indian),308.33,320.0,60.73,180.0,370.0,4.23,4.25,0.51,3.1,4.8,60.08,12.0,88.2,3,241
Main Course (Veg),218.33,219.0,38.63,159.0,289.0,3.71,3.8,0.78,2.3,4.7,30.33,17.0,36.01,2,135
Main Course (north Indian),279.0,319.0,69.28,199.0,319.0,3.27,3.6,0.58,2.6,3.6,4.0,3.0,3.61,1,8
Main Course Chinese,312.0,312.0,,312.0,312.0,4.8,4.8,,4.8,4.8,10.0,10.0,,10,10
Main Course Combos,364.0,364.0,35.36,339.0,389.0,3.7,3.7,1.56,2.6,4.8,4.0,4.0,1.41,3,5
Main Course Indian Curry,228.67,237.0,87.8,137.0,312.0,4.03,4.1,0.31,3.7,4.3,4.67,4.0,2.08,3,7
Main Course Large,320.11,339.0,28.04,289.0,359.0,4.41,4.8,0.74,3.1,5.0,4.44,3.0,5.43,1,18
Main Course Naga Curry,200.0,200.0,70.71,150.0,250.0,4.75,4.75,0.35,4.5,5.0,5.5,5.5,0.71,5,6
Main Course Non Veg,327.11,370.0,69.93,220.0,410.0,4.26,4.25,0.39,3.7,5.0,36.33,22.5,46.45,3,192
Main Course Paneer,340.0,340.0,10.0,330.0,350.0,4.23,4.3,0.5,3.7,4.7,23.0,18.0,13.23,13,38
Main Course Regular,215.11,219.0,20.9,189.0,259.0,3.87,4.0,0.96,2.2,5.0,7.89,4.0,11.01,1,48
Main Course Sea Food,259.0,259.0,1.41,258.0,260.0,4.55,4.55,0.35,4.3,4.8,15.5,15.5,3.54,13,18
Main Course South Indian,290.0,290.0,14.14,280.0,300.0,4.3,4.3,0.14,4.2,4.4,3.5,3.5,0.71,3,4
Main Course Veg,297.05,292.5,39.34,210.0,375.0,4.4,4.5,0.42,3.5,5.0,14.15,11.0,10.48,1,38
Main Course [Curry],277.16,284.0,28.47,234.0,330.0,4.2,4.3,0.6,2.5,5.0,172.26,90.0,217.74,12,840
Main course,353.33,325.0,179.9,141.0,580.0,3.8,3.9,0.67,2.6,4.4,9.5,7.5,8.48,3,25
Main course enchiladas,406.25,400.0,12.5,400.0,425.0,4.42,4.35,0.26,4.2,4.8,2.5,1.5,2.38,1,6
Main-course,314.44,325.0,61.11,230.0,405.0,4.09,4.3,0.88,2.8,5.0,6.44,5.0,3.09,4,12
Mains,420.9,425.0,213.12,120.0,900.0,4.34,4.5,0.55,1.8,5.0,20.54,11.5,23.87,1,127
Mains (non-veg),261.67,230.0,87.96,160.0,370.0,3.95,4.15,0.88,2.3,4.8,5.5,3.5,5.17,3,16
Mains (veg),180.0,175.0,54.77,120.0,250.0,3.68,3.65,0.87,2.7,4.7,6.0,5.5,2.16,4,9
Majaa Thindi Curry Specials(online),258.33,250.0,14.43,250.0,275.0,3.77,3.6,0.47,3.4,4.3,3.33,3.0,0.58,3,4
Makar Sankranti Specials ,125.0,125.0,7.07,120.0,130.0,4.45,4.45,0.21,4.3,4.6,18.5,18.5,3.54,16,21
Makar Shankranti Specials,485.86,485.86,67.14,438.38,533.33,4.55,4.55,0.21,4.4,4.7,29.0,29.0,9.9,22,36
Makar Shankranti/Lohri Specials,335.0,335.0,,335.0,335.0,4.7,4.7,,4.7,4.7,6.0,6.0,,6,6
Make you own combo,390.0,390.0,14.14,380.0,400.0,4.15,4.15,0.07,4.1,4.2,7.0,7.0,1.41,6,8
Make your Own Pizza,384.0,384.0,148.49,279.0,489.0,4.55,4.55,0.21,4.4,4.7,2.5,2.5,2.12,1,4
Make your own Combo,261.25,282.5,77.5,150.0,330.0,3.72,3.6,0.4,3.4,4.3,4.5,3.5,2.38,3,8
Makhani Gravy Momos,129.0,129.0,,129.0,129.0,5.0,5.0,,5.0,5.0,3.0,3.0,,3,3
Maki Rolls(6pcs),575.0,575.0,,575.0,575.0,4.5,4.5,,4.5,4.5,4.0,4.0,,4,4
Malai Sweets,39.0,36.0,5.2,36.0,45.0,4.53,4.6,0.21,4.3,4.7,103.67,96.0,27.32,81,134
Malgaipodi dosa,220.0,220.0,,220.0,220.0,3.8,3.8,,3.8,3.8,9.0,9.0,,9,9
Manchurian,256.67,255.0,22.55,235.0,280.0,4.83,4.8,0.15,4.7,5.0,20.67,20.0,12.01,9,33
Manchurian & Chilly,213.89,208.0,25.89,182.0,260.0,4.08,4.3,0.72,2.6,5.0,35.44,43.0,30.6,3,92
Mandhi,290.0,290.0,10.0,280.0,300.0,4.23,4.0,0.68,3.7,5.0,7.67,5.0,6.43,3,15
Mandi,659.78,429.0,505.34,320.0,1929.0,4.47,4.6,0.43,3.7,5.0,60.33,55.0,56.62,4,155
Mangal Prabhu Hanuman Ji Special,195.0,194.5,57.45,141.0,250.0,4.6,4.5,0.27,4.4,5.0,161.25,12.0,304.62,3,618
Mango Fiesta,242.5,242.5,38.89,215.0,270.0,4.75,4.75,0.35,4.5,5.0,50.5,50.5,31.82,28,73
Mango Mania,250.0,250.0,,250.0,250.0,4.0,4.0,,4.0,4.0,13.0,13.0,,13,13
Mango Specials,387.67,399.0,105.46,277.0,487.0,4.37,4.1,0.55,4.0,5.0,1.0,1.0,0.0,1,1
Masala Dosa,185.94,179.5,56.87,111.0,279.0,4.14,4.2,0.39,3.3,4.8,148.0,71.0,202.23,3,676
Masala Omelette,345.0,345.0,,345.0,345.0,4.7,4.7,,4.7,4.7,1.0,1.0,,1,1
Masala Shawaya Mandi,285.0,285.0,,285.0,285.0,4.4,4.4,,4.4,4.4,31.0,31.0,,31,31
Mast Dum Biryani,289.0,259.0,51.96,259.0,349.0,4.4,4.4,0.1,4.3,4.5,373.33,341.0,181.67,210,569
Master Chef Curated Meals (Serves 1),530.8,597.0,83.66,399.0,597.0,4.38,4.5,0.48,2.9,5.0,20.1,8.0,27.57,1,127
Match Day Combo,442.54,420.0,163.12,169.0,699.0,4.45,4.5,0.45,2.9,5.0,20.22,7.0,35.97,1,275
Match Day Combos,349.0,349.0,,349.0,349.0,3.5,3.5,,3.5,3.5,4.0,4.0,,4,4
Match Day Special Combos,577.5,539.5,108.97,469.0,749.0,4.28,4.3,0.53,3.5,4.9,22.17,16.0,19.9,6,61
Matcha,289.52,280.95,26.43,280.0,360.0,4.24,4.3,0.25,3.8,4.6,10.0,5.0,9.29,2,28
Matcha Oasis Refresher,310.0,310.0,21.21,295.0,325.0,4.4,4.4,0.42,4.1,4.7,1.5,1.5,0.71,1,2
Matchdays Epic Deals (upto Rs 308 Off),438.85,419.0,99.87,328.57,599.05,3.8,4.0,0.99,2.3,4.7,5.0,4.0,2.92,3,10
Mathi,139.68,150.89,20.48,87.5,150.89,4.42,4.5,0.31,4.0,4.9,1.33,1.0,0.71,1,3
Mathi & Bhaji,200.0,200.0,0.0,200.0,200.0,4.46,4.6,0.5,3.8,5.0,6.6,5.0,4.16,3,12
Matho,83.86,66.0,26.52,57.0,120.0,4.73,4.8,0.29,3.9,5.0,19.48,13.0,22.4,1,84
Matka Kulfi,167.88,169.49,5.02,152.54,169.49,4.65,4.8,0.4,3.0,5.0,30.52,16.0,39.15,1,212
Mava Sweets (khoya),248.57,270.0,57.76,100.0,300.0,4.55,4.6,0.31,3.7,5.0,70.61,16.0,127.09,1,574
Mawa / Ghee Sweets,204.0,204.0,65.05,158.0,250.0,5.0,5.0,0.0,5.0,5.0,22.0,22.0,22.63,6,38
Mawa Barfi,227.0,229.0,27.04,192.0,258.0,4.22,4.8,1.3,2.3,5.0,5.5,5.0,3.0,3,9
Mawa Item,111.43,112.5,16.76,72.0,132.5,4.64,4.7,0.26,4.2,5.0,58.2,15.0,79.6,1,270
Mawa Sweets,256.66,269.0,112.82,120.0,717.0,4.55,4.7,0.45,2.8,5.0,51.54,10.0,102.85,1,630
Mawa dryfruit sweet,231.25,225.0,31.46,200.0,275.0,3.82,3.6,0.67,3.3,4.8,5.0,3.5,3.37,3,10
Mawe Ki Mithai,210.0,200.0,50.28,175.0,350.0,4.44,4.4,0.13,4.3,4.7,480.0,509.0,297.24,8,926
Mayonnaise Roll,122.5,127.5,20.92,85.0,145.0,3.5,3.55,0.75,2.5,4.3,9.67,6.5,6.15,4,18
Mayonnaise special items,126.6,100.0,53.83,90.0,220.0,4.44,4.9,0.86,3.0,5.0,8.6,5.0,8.17,3,23
McBreakfast and Value Mornings,173.14,154.0,71.29,54.0,301.0,4.39,4.6,0.58,2.3,5.0,31.76,8.0,69.73,1,511
McCafe,178.87,194.0,44.21,102.0,286.0,4.47,4.5,0.41,3.0,5.0,8.13,4.0,11.73,1,82
McCafe.,168.26,194.0,38.04,114.0,219.05,4.5,4.6,0.48,3.1,5.0,12.53,9.0,11.78,2,48
McCrispy Range,328.8,337.14,78.83,196.0,497.0,4.45,4.5,0.45,3.1,5.0,10.34,3.0,16.19,1,91
McSaver Combos (2 Pc Meals),220.25,210.47,61.66,115.23,478.09,4.43,4.5,0.42,1.9,5.0,41.51,11.0,93.58,1,988
Meal,130.44,139.0,39.85,89.0,189.0,4.53,4.6,0.35,4.0,5.0,19.33,17.0,13.05,3,44
Meal & Combo,339.0,339.0,,339.0,339.0,4.4,4.4,,4.4,4.4,6.0,6.0,,6,6
Meal Bowls,650.0,650.0,35.36,625.0,675.0,4.5,4.5,0.71,4.0,5.0,3.0,3.0,0.0,3,3
Meal Box,326.69,369.0,139.77,99.0,459.0,4.12,4.0,0.4,3.7,5.0,44.38,5.0,106.1,1,384
Meal For 1,225.5,221.0,53.48,165.0,295.0,4.57,4.6,0.05,4.5,4.6,85.75,37.5,116.77,10,258
Meal For 2,440.0,440.0,,440.0,440.0,3.9,3.9,,3.9,3.9,41.0,41.0,,41,41
Meal For One,420.6,395.0,53.93,375.0,479.0,4.54,4.7,0.39,4.0,5.0,2.4,1.0,1.95,1,5
Meal For One Combo,198.6,189.0,43.06,139.0,259.0,4.62,4.6,0.31,3.7,5.0,67.72,6.0,195.77,2,966
Meal Menu,430.0,430.0,,430.0,430.0,3.2,3.2,,3.2,3.2,4.0,4.0,,4,4
Meals,211.08,210.0,89.17,50.0,458.0,4.29,4.4,0.56,2.4,5.0,100.76,25.0,181.06,1,843
Meals   ,191.0,189.0,14.83,169.0,209.0,4.26,4.2,0.15,4.1,4.5,284.0,242.0,226.14,51,662
Meals & Combos,259.0,259.0,,259.0,259.0,5.0,5.0,,5.0,5.0,1.0,1.0,,1,1
Meals - Indian Veg,169.25,167.0,72.99,84.0,259.0,4.68,4.7,0.3,4.3,5.0,5.25,4.5,2.63,3,9
Meals @100,190.67,200.0,22.86,144.0,200.0,4.07,4.3,0.48,3.2,4.5,22.67,19.5,16.34,8,52
Meals Add Ons,129.91,119.0,82.76,49.0,299.0,4.56,4.6,0.24,4.2,4.9,59.64,65.0,41.45,1,132
Meals For One,214.75,210.0,67.16,140.0,299.0,3.88,4.35,1.3,2.0,4.8,6.5,6.5,2.89,3,10
Meals For One [Serves 1],216.67,220.0,25.17,190.0,240.0,4.33,4.1,0.49,4.0,4.9,3.33,3.0,0.58,3,4
Meat,270.0,270.0,0.0,270.0,270.0,4.07,3.9,0.76,3.4,4.9,6.0,5.0,3.61,3,10
Meat Items,200.0,185.0,30.41,180.0,235.0,4.5,4.5,0.3,4.2,4.8,26.33,23.0,23.18,5,51
Mediterranean/arabic,880.57,875.0,314.45,499.0,1500.0,4.79,5.0,0.38,4.0,5.0,14.57,11.0,11.73,3,32
Medium Pizza,249.0,249.0,0.0,249.0,249.0,3.97,3.9,0.19,3.8,4.2,77.67,63.0,52.23,28,142
Medley Smoothie Bowl,335.0,335.0,14.14,325.0,345.0,3.9,3.9,1.13,3.1,4.7,1.0,1.0,0.0,1,1
Meetha Maza,82.89,79.0,26.21,50.0,109.0,4.22,4.2,0.63,3.3,5.0,4.78,3.0,4.18,1,14
Meethe Me Kuch,232.0,232.0,,232.0,232.0,3.8,3.8,,3.8,3.8,44.0,44.0,,44,44
Menu @ 99,157.0,157.0,16.97,145.0,169.0,4.4,4.4,0.14,4.3,4.5,1.5,1.5,0.71,1,2
Menu At @149,166.95,166.95,,166.95,166.95,4.6,4.6,,4.6,4.6,13.0,13.0,,13,13
Menu Starts @125/-,156.37,140.43,47.23,103.81,261.0,4.4,4.4,0.41,2.9,5.0,77.38,18.0,150.34,1,863
Metal Handi - Alishaan Biryani (Serves 4-5),1599.0,1499.0,191.8,1399.0,1999.0,4.51,4.5,0.41,3.6,5.0,2.73,2.0,2.87,1,10
Metal Handi - Nawabi Biryani (Serves 2),999.0,999.0,,999.0,999.0,3.9,3.9,,3.9,3.9,2.0,2.0,,2,2
Metal Handi - Shaan Biryani (Serves 2),771.5,769.0,19.09,749.0,799.0,4.38,4.75,0.95,2.2,5.0,3.12,3.5,1.73,1,6
Mewa Bites,1146.67,1100.0,392.09,780.0,1560.0,4.83,4.8,0.15,4.7,5.0,15.33,18.0,8.33,6,22
Mexican ,295.67,289.0,57.85,229.0,369.0,4.12,4.05,0.19,3.9,4.4,205.67,43.5,307.09,8,772
Mexican Burrito Bowls,336.96,315.0,34.42,292.0,404.0,4.54,4.5,0.35,3.6,5.0,6.29,5.0,4.13,1,18
Mexican Range & New Offerings,270.0,235.23,100.65,86.66,440.0,4.34,4.3,0.41,2.9,5.0,11.6,4.0,20.71,1,147
Mexican Specials,338.0,375.0,76.37,220.0,410.0,4.78,5.0,0.35,4.2,5.0,6.6,5.0,5.59,1,13
Mexican rice,375.0,375.0,,375.0,375.0,4.3,4.3,,4.3,4.3,6.0,6.0,,6,6
Mexicano Burgers,189.0,189.0,,189.0,189.0,4.0,4.0,,4.0,4.0,1.0,1.0,,1,1
Mezze (appetizers),439.0,439.0,,439.0,439.0,4.6,4.6,,4.6,4.6,74.0,74.0,,74,74
Mezzeh,420.0,420.0,,420.0,420.0,5.0,5.0,,5.0,5.0,14.0,14.0,,14,14
Middle Eastern And Persian Salads,500.0,500.0,,500.0,500.0,3.5,3.5,,3.5,3.5,11.0,11.0,,11,11
Midnight Bites,511.5,524.0,356.78,99.0,899.0,4.55,4.55,0.42,4.1,5.0,25.25,7.5,37.89,4,82
Midnight Craving,99.49,130.0,67.82,17.14,175.0,3.8,3.8,0.89,1.9,4.8,4.64,4.0,3.88,1,14
Midnight Feast,271.05,271.05,0.0,271.05,271.05,4.6,4.6,0.0,4.6,4.6,4.5,4.5,0.71,4,5
Midnight Munchies at 199,199.0,199.0,0.0,199.0,199.0,4.48,4.6,0.29,4.0,4.7,1.0,1.0,0.0,1,1
Miguels Kitchen,511.25,500.0,75.86,400.0,620.0,4.58,4.65,0.36,4.0,5.0,30.75,23.5,23.02,12,85
Milk,50.0,50.0,0.0,50.0,50.0,4.95,4.95,0.07,4.9,5.0,2.5,2.5,0.71,2,3
Milk Cakes / Tres Leches,106.0,105.0,8.22,100.0,120.0,4.74,4.7,0.26,4.4,5.0,13.4,7.0,11.41,3,29
Milk Products,150.83,90.0,111.92,82.5,280.0,4.8,4.8,0.0,4.8,4.8,165.0,20.0,258.11,12,463
Milk Shake,163.09,190.0,58.05,69.0,220.0,3.96,4.2,1.08,1.5,5.0,10.64,5.0,10.04,1,28
Milk Shake With Ice-Cream,99.0,99.0,,99.0,99.0,4.7,4.7,,4.7,4.7,3.0,3.0,,3,3
Milk Shakes,170.93,159.0,54.93,90.0,320.0,4.36,4.75,0.78,1.5,5.0,7.71,4.0,12.07,1,64
Milk Shakes & Smoothies,175.82,160.0,26.2,150.0,207.0,4.66,4.8,0.5,3.3,5.0,7.09,4.0,5.56,3,20
Milk Sweets,139.0,140.0,12.33,119.0,155.0,4.47,4.45,0.26,4.1,4.8,20.5,16.0,16.02,5,40
Milkshake,216.8,220.0,45.26,150.0,290.0,3.94,4.6,1.23,2.0,5.0,6.9,4.5,5.53,1,20
Milkshakes,216.53,189.0,76.52,140.0,445.0,4.26,4.6,0.9,1.5,5.0,35.82,8.0,66.82,1,297
Milkshakes (ice Cream Shakes),204.66,204.66,0.0,204.66,204.66,4.55,4.55,0.06,4.5,4.6,1.0,1.0,0.0,1,1
Milkshakes With Ice Cream,220.2,215.0,16.44,215.0,267.0,4.5,4.6,0.44,3.7,5.0,18.4,15.5,12.94,3,37
Milkshakes and Smoothies,352.0,341.0,39.66,319.0,396.0,4.63,4.6,0.25,4.4,4.9,2.33,2.0,1.53,1,4
Millet Dosa,90.0,90.0,,90.0,90.0,3.6,3.6,,3.6,3.6,15.0,15.0,,15,15
Millet Express Classics,194.0,194.0,63.64,149.0,239.0,4.35,4.35,0.07,4.3,4.4,519.0,519.0,233.35,354,684
Millet Items[Bv],163.33,180.0,28.87,130.0,180.0,4.4,4.2,0.35,4.2,4.8,23.0,14.0,15.59,14,41
Millet Kerala Parotta with Curry,299.0,299.0,18.97,269.0,319.0,4.1,4.2,0.3,3.7,4.5,4.67,1.5,6.71,1,18
Millet Roti with Curry,282.0,284.0,17.03,259.0,299.0,3.9,4.0,0.8,2.4,5.0,3.0,2.5,2.21,1,9
Millet South Indian Bowls,232.0,227.0,31.54,205.0,279.0,4.1,4.2,0.59,3.0,4.8,272.5,325.5,226.21,3,498
Millet Stuffed Paratha,179.0,179.0,28.28,159.0,199.0,4.15,4.15,0.07,4.1,4.2,40.5,40.5,21.92,25,56
Millets Magic,599.0,599.0,,599.0,599.0,5.0,5.0,,5.0,5.0,5.0,5.0,,5,5
Mimi Singzu,149.0,149.0,,149.0,149.0,4.4,4.4,,4.4,4.4,9.0,9.0,,9,9
MineCraft Meal,170.72,208.78,76.41,93.0,267.62,4.25,4.25,0.6,2.4,5.0,4.14,3.0,3.21,1,14
Mini Biryanis,300.0,300.0,0.0,300.0,300.0,4.45,4.45,0.35,4.2,4.7,7.5,7.5,7.78,2,13
Mini Bowls,224.2,233.0,47.61,159.0,314.0,4.29,4.3,0.47,2.2,5.0,6.92,5.0,7.5,1,64
Mini Burrito Bowl (New),256.0,259.0,12.52,239.0,269.0,4.46,4.6,0.46,3.5,5.0,1.4,1.0,0.7,1,3
Mini Cake,305.0,265.0,69.28,265.0,385.0,4.73,4.9,0.29,4.4,4.9,1.33,1.0,0.58,1,2
